L_ListingID,L_Address,L_City,beds,baths,price,L_Remarks,remarks_cleaned
100753,853 Example St,San Francisco,3,2,450000,"Beautiful single family home with hardwood floors.
    Located near downtown.
    Property is newly remodeled and includes community pool.
    Priced to sell with strong investment potential.",Beautiful single family home with hardwood floors. Located near downtown. Property is newly remodeled and includes community pool. Priced to sell with strong investment potential.
100754,854 Example St,San Diego,4,4,650000,"Beautiful duplex with hardwood floors.
    Located close to schools.
    Property is fixer upper and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful duplex with hardwood floors. Located close to schools. Property is fixer upper and includes corner lot. Priced to sell with strong investment potential.
100755,855 Example St,San Jose,4,4,350000,"Beautiful condo with granite countertops.
    Located near public transportation.
    Property is needs TLC and includes no HOA.
    Priced to sell with strong investment potential.",Beautiful condominium with granite countertops. Located near public transportation. Property is needs TLC and includes no HOA. Priced to sell with strong investment potential.
100756,856 Example St,San Francisco,3,1,850000,"Beautiful single family home with smart home system.
    Located quiet neighborhood.
    Property is recently upgraded and includes large lot.
    Priced to sell with strong investment potential.",Beautiful single family home with smart home system. Located quiet neighborhood. Property is recently upgraded and includes large lot. Priced to sell with strong investment potential.
100757,857 Example St,San Francisco,5,2,450000,"Beautiful investment property with hardwood floors.
    Located quiet neighborhood.
    Property is newly remodeled and includes no HOA.
    Priced to sell with strong investment potential.",Beautiful investment property with hardwood floors. Located quiet neighborhood. Property is newly remodeled and includes no HOA. Priced to sell with strong investment potential.
100758,858 Example St,San Francisco,2,2,950000,"Beautiful townhouse with smart home system.
    Located minutes from shopping.
    Property is newly remodeled and includes private backyard.
    Priced to sell with strong investment potential.",Beautiful townhouse with smart home system. Located minutes from shopping. Property is newly remodeled and includes private backyard. Priced to sell with strong investment potential.
100759,859 Example St,San Jose,1,3,650000,"Beautiful investment property with solar panels.
    Located walking distance to parks.
    Property is move-in ready and includes private backyard.
    Priced to sell with strong investment potential.",Beautiful investment property with solar panels. Located walking distance to parks. Property is move-in ready and includes private backyard. Priced to sell with strong investment potential.
100760,860 Example St,San Francisco,3,3,350000,"Beautiful condo with stainless steel appliances.
    Located quiet neighborhood.
    Property is recently upgraded and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful condominium with stainless steel appliances. Located quiet neighborhood. Property is recently upgraded and includes two-car garage. Priced to sell with strong investment potential.
100761,861 Example St,San Diego,2,3,350000,"Beautiful single family home with granite countertops.
    Located near public transportation.
    Property is needs TLC and includes community pool.
    Priced to sell with strong investment potential.",Beautiful single family home with granite countertops. Located near public transportation. Property is needs TLC and includes community pool. Priced to sell with strong investment potential.
100762,862 Example St,San Francisco,4,1,750000,"Beautiful duplex with stainless steel appliances.
    Located minutes from shopping.
    Property is fixer upper and includes private backyard.
    Priced to sell with strong investment potential.",Beautiful duplex with stainless steel appliances. Located minutes from shopping. Property is fixer upper and includes private backyard. Priced to sell with strong investment potential.
100763,863 Example St,San Jose,3,4,450000,"Beautiful single family home with walk-in closet.
    Located close to schools.
    Property is needs TLC and includes no HOA.
    Priced to sell with strong investment potential.",Beautiful single family home with walk-in closet. Located close to schools. Property is needs TLC and includes no HOA. Priced to sell with strong investment potential.
100764,864 Example St,San Jose,4,4,850000,"Beautiful duplex with open floor plan.
    Located walking distance to parks.
    Property is move-in ready and includes private backyard.
    Priced to sell with strong investment potential.",Beautiful duplex with open floor plan. Located walking distance to parks. Property is move-in ready and includes private backyard. Priced to sell with strong investment potential.
100765,865 Example St,San Diego,4,3,650000,"Beautiful townhouse with solar panels.
    Located near downtown.
    Property is fully renovated and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful townhouse with solar panels. Located near downtown. Property is fully renovated and includes two-car garage. Priced to sell with strong investment potential.
100766,866 Example St,San Jose,5,1,450000,"Beautiful condo with solar panels.
    Located close to schools.
    Property is fully renovated and includes community pool.
    Priced to sell with strong investment potential.",Beautiful condominium with solar panels. Located close to schools. Property is fully renovated and includes community pool. Priced to sell with strong investment potential.
100767,867 Example St,San Diego,2,1,450000,"Beautiful condo with vaulted ceilings.
    Located near public transportation.
    Property is recently upgraded and includes private backyard.
    Priced to sell with strong investment potential.",Beautiful condominium with vaulted ceilings. Located near public transportation. Property is recently upgraded and includes private backyard. Priced to sell with strong investment potential.
100768,868 Example St,San Diego,2,3,750000,"Beautiful townhouse with vaulted ceilings.
    Located walking distance to parks.
    Property is recently upgraded and includes large lot.
    Priced to sell with strong investment potential.",Beautiful townhouse with vaulted ceilings. Located walking distance to parks. Property is recently upgraded and includes large lot. Priced to sell with strong investment potential.
100769,869 Example St,San Jose,5,4,650000,"Beautiful townhouse with smart home system.
    Located close to schools.
    Property is move-in ready and includes community pool.
    Priced to sell with strong investment potential.",Beautiful townhouse with smart home system. Located close to schools. Property is move-in ready and includes community pool. Priced to sell with strong investment potential.
100770,870 Example St,San Jose,2,1,950000,"Beautiful investment property with smart home system.
    Located near public transportation.
    Property is fully renovated and includes no HOA.
    Priced to sell with strong investment potential.",Beautiful investment property with smart home system. Located near public transportation. Property is fully renovated and includes no HOA. Priced to sell with strong investment potential.
100771,871 Example St,San Jose,2,2,450000,"Beautiful townhouse with solar panels.
    Located near downtown.
    Property is newly remodeled and includes large lot.
    Priced to sell with strong investment potential.",Beautiful townhouse with solar panels. Located near downtown. Property is newly remodeled and includes large lot. Priced to sell with strong investment potential.
100772,872 Example St,Los Angeles,2,2,350000,"Beautiful investment property with hardwood floors.
    Located walking distance to parks.
    Property is move-in ready and includes large lot.
    Priced to sell with strong investment potential.",Beautiful investment property with hardwood floors. Located walking distance to parks. Property is move-in ready and includes large lot. Priced to sell with strong investment potential.
100773,873 Example St,Los Angeles,3,2,450000,"Beautiful condo with vaulted ceilings.
    Located near downtown.
    Property is newly remodeled and includes no HOA.
    Priced to sell with strong investment potential.",Beautiful condominium with vaulted ceilings. Located near downtown. Property is newly remodeled and includes no HOA. Priced to sell with strong investment potential.
100774,874 Example St,San Jose,5,1,450000,"Beautiful townhouse with solar panels.
    Located minutes from shopping.
    Property is fully renovated and includes private backyard.
    Priced to sell with strong investment potential.",Beautiful townhouse with solar panels. Located minutes from shopping. Property is fully renovated and includes private backyard. Priced to sell with strong investment potential.
100775,875 Example St,Los Angeles,4,3,950000,"Beautiful duplex with open floor plan.
    Located gated community.
    Property is move-in ready and includes large lot.
    Priced to sell with strong investment potential.",Beautiful duplex with open floor plan. Located gated community. Property is move-in ready and includes large lot. Priced to sell with strong investment potential.
100776,876 Example St,San Francisco,5,3,350000,"Beautiful townhouse with stainless steel appliances.
    Located near downtown.
    Property is recently upgraded and includes private backyard.
    Priced to sell with strong investment potential.",Beautiful townhouse with stainless steel appliances. Located near downtown. Property is recently upgraded and includes private backyard. Priced to sell with strong investment potential.
100777,877 Example St,Los Angeles,2,1,550000,"Beautiful investment property with open floor plan.
    Located near public transportation.
    Property is needs TLC and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful investment property with open floor plan. Located near public transportation. Property is needs TLC and includes two-car garage. Priced to sell with strong investment potential.
100778,878 Example St,Los Angeles,5,2,450000,"Beautiful single family home with smart home system.
    Located walking distance to parks.
    Property is fixer upper and includes community pool.
    Priced to sell with strong investment potential.",Beautiful single family home with smart home system. Located walking distance to parks. Property is fixer upper and includes community pool. Priced to sell with strong investment potential.
100779,879 Example St,Los Angeles,2,2,850000,"Beautiful investment property with open floor plan.
    Located near public transportation.
    Property is move-in ready and includes no HOA.
    Priced to sell with strong investment potential.",Beautiful investment property with open floor plan. Located near public transportation. Property is move-in ready and includes no HOA. Priced to sell with strong investment potential.
100780,880 Example St,Los Angeles,5,3,650000,"Beautiful duplex with granite countertops.
    Located near downtown.
    Property is fixer upper and includes community pool.
    Priced to sell with strong investment potential.",Beautiful duplex with granite countertops. Located near downtown. Property is fixer upper and includes community pool. Priced to sell with strong investment potential.
100781,881 Example St,San Diego,1,1,950000,"Beautiful duplex with granite countertops.
    Located near downtown.
    Property is newly remodeled and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful duplex with granite countertops. Located near downtown. Property is newly remodeled and includes two-car garage. Priced to sell with strong investment potential.
100782,882 Example St,San Jose,4,1,450000,"Beautiful single family home with smart home system.
    Located quiet neighborhood.
    Property is recently upgraded and includes private backyard.
    Priced to sell with strong investment potential.",Beautiful single family home with smart home system. Located quiet neighborhood. Property is recently upgraded and includes private backyard. Priced to sell with strong investment potential.
100783,883 Example St,San Francisco,5,2,450000,"Beautiful townhouse with walk-in closet.
    Located gated community.
    Property is move-in ready and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful townhouse with walk-in closet. Located gated community. Property is move-in ready and includes two-car garage. Priced to sell with strong investment potential.
100784,884 Example St,San Diego,5,3,950000,"Beautiful condo with solar panels.
    Located walking distance to parks.
    Property is move-in ready and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful condominium with solar panels. Located walking distance to parks. Property is move-in ready and includes two-car garage. Priced to sell with strong investment potential.
100785,885 Example St,San Jose,3,4,950000,"Beautiful investment property with open floor plan.
    Located gated community.
    Property is recently upgraded and includes low HOA fees.
    Priced to sell with strong investment potential.",Beautiful investment property with open floor plan. Located gated community. Property is recently upgraded and includes low home owners association fees. Priced to sell with strong investment potential.
100786,886 Example St,San Jose,3,3,550000,"Beautiful single family home with smart home system.
    Located quiet neighborhood.
    Property is needs TLC and includes no HOA.
    Priced to sell with strong investment potential.",Beautiful single family home with smart home system. Located quiet neighborhood. Property is needs TLC and includes no HOA. Priced to sell with strong investment potential.
100787,887 Example St,Los Angeles,1,4,450000,"Beautiful townhouse with smart home system.
    Located near public transportation.
    Property is recently upgraded and includes private backyard.
    Priced to sell with strong investment potential.",Beautiful townhouse with smart home system. Located near public transportation. Property is recently upgraded and includes private backyard. Priced to sell with strong investment potential.
100788,888 Example St,San Francisco,1,3,650000,"Beautiful single family home with solar panels.
    Located close to schools.
    Property is needs TLC and includes community pool.
    Priced to sell with strong investment potential.",Beautiful single family home with solar panels. Located close to schools. Property is needs TLC and includes community pool. Priced to sell with strong investment potential.
100789,889 Example St,San Francisco,1,3,650000,"Beautiful townhouse with hardwood floors.
    Located near public transportation.
    Property is newly remodeled and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful townhouse with hardwood floors. Located near public transportation. Property is newly remodeled and includes corner lot. Priced to sell with strong investment potential.
100790,890 Example St,San Diego,1,1,550000,"Beautiful condo with smart home system.
    Located near downtown.
    Property is fixer upper and includes large lot.
    Priced to sell with strong investment potential.",Beautiful condominium with smart home system. Located near downtown. Property is fixer upper and includes large lot. Priced to sell with strong investment potential.
100791,891 Example St,Los Angeles,3,1,850000,"Beautiful duplex with vaulted ceilings.
    Located quiet neighborhood.
    Property is recently upgraded and includes no HOA.
    Priced to sell with strong investment potential.",Beautiful duplex with vaulted ceilings. Located quiet neighborhood. Property is recently upgraded and includes no HOA. Priced to sell with strong investment potential.
100792,892 Example St,San Jose,2,1,450000,"Beautiful condo with vaulted ceilings.
    Located walking distance to parks.
    Property is newly remodeled and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful condominium with vaulted ceilings. Located walking distance to parks. Property is newly remodeled and includes corner lot. Priced to sell with strong investment potential.
100793,893 Example St,San Francisco,1,1,550000,"Beautiful single family home with solar panels.
    Located quiet neighborhood.
    Property is fully renovated and includes private backyard.
    Priced to sell with strong investment potential.",Beautiful single family home with solar panels. Located quiet neighborhood. Property is fully renovated and includes private backyard. Priced to sell with strong investment potential.
100794,894 Example St,San Diego,3,1,450000,"Beautiful condo with stainless steel appliances.
    Located near public transportation.
    Property is fixer upper and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful condominium with stainless steel appliances. Located near public transportation. Property is fixer upper and includes two-car garage. Priced to sell with strong investment potential.
100795,895 Example St,San Diego,1,1,650000,"Beautiful single family home with granite countertops.
    Located gated community.
    Property is fully renovated and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful single family home with granite countertops. Located gated community. Property is fully renovated and includes corner lot. Priced to sell with strong investment potential.
100796,896 Example St,San Jose,5,4,950000,"Beautiful townhouse with hardwood floors.
    Located walking distance to parks.
    Property is move-in ready and includes community pool.
    Priced to sell with strong investment potential.",Beautiful townhouse with hardwood floors. Located walking distance to parks. Property is move-in ready and includes community pool. Priced to sell with strong investment potential.
100797,897 Example St,San Diego,4,1,550000,"Beautiful investment property with walk-in closet.
    Located walking distance to parks.
    Property is move-in ready and includes no HOA.
    Priced to sell with strong investment potential.",Beautiful investment property with walk-in closet. Located walking distance to parks. Property is move-in ready and includes no HOA. Priced to sell with strong investment potential.
100798,898 Example St,San Diego,5,2,650000,"Beautiful investment property with open floor plan.
    Located walking distance to parks.
    Property is fully renovated and includes large lot.
    Priced to sell with strong investment potential.",Beautiful investment property with open floor plan. Located walking distance to parks. Property is fully renovated and includes large lot. Priced to sell with strong investment potential.
100799,899 Example St,San Jose,5,1,650000,"Beautiful condo with vaulted ceilings.
    Located near public transportation.
    Property is recently upgraded and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful condominium with vaulted ceilings. Located near public transportation. Property is recently upgraded and includes two-car garage. Priced to sell with strong investment potential.
100800,900 Example St,San Francisco,3,3,950000,"Beautiful townhouse with hardwood floors.
    Located near downtown.
    Property is move-in ready and includes no HOA.
    Priced to sell with strong investment potential.",Beautiful townhouse with hardwood floors. Located near downtown. Property is move-in ready and includes no HOA. Priced to sell with strong investment potential.
100801,901 Example St,San Francisco,4,2,350000,"Beautiful investment property with granite countertops.
    Located gated community.
    Property is fixer upper and includes large lot.
    Priced to sell with strong investment potential.",Beautiful investment property with granite countertops. Located gated community. Property is fixer upper and includes large lot. Priced to sell with strong investment potential.
100802,902 Example St,San Jose,5,2,950000,"Beautiful townhouse with walk-in closet.
    Located walking distance to parks.
    Property is newly remodeled and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful townhouse with walk-in closet. Located walking distance to parks. Property is newly remodeled and includes two-car garage. Priced to sell with strong investment potential.
100803,903 Example St,San Francisco,3,1,350000,"Beautiful townhouse with smart home system.
    Located near public transportation.
    Property is move-in ready and includes private backyard.
    Priced to sell with strong investment potential.",Beautiful townhouse with smart home system. Located near public transportation. Property is move-in ready and includes private backyard. Priced to sell with strong investment potential.
100804,904 Example St,San Diego,4,4,950000,"Beautiful investment property with solar panels.
    Located minutes from shopping.
    Property is needs TLC and includes private backyard.
    Priced to sell with strong investment potential.",Beautiful investment property with solar panels. Located minutes from shopping. Property is needs TLC and includes private backyard. Priced to sell with strong investment potential.
100805,905 Example St,San Jose,2,4,750000,"Beautiful duplex with vaulted ceilings.
    Located gated community.
    Property is fully renovated and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful duplex with vaulted ceilings. Located gated community. Property is fully renovated and includes two-car garage. Priced to sell with strong investment potential.
100806,906 Example St,San Jose,3,2,650000,"Beautiful single family home with smart home system.
    Located walking distance to parks.
    Property is newly remodeled and includes large lot.
    Priced to sell with strong investment potential.",Beautiful single family home with smart home system. Located walking distance to parks. Property is newly remodeled and includes large lot. Priced to sell with strong investment potential.
100807,907 Example St,San Jose,2,1,450000,"Beautiful single family home with hardwood floors.
    Located close to schools.
    Property is fixer upper and includes low HOA fees.
    Priced to sell with strong investment potential.",Beautiful single family home with hardwood floors. Located close to schools. Property is fixer upper and includes low home owners association fees. Priced to sell with strong investment potential.
100808,908 Example St,San Diego,1,2,450000,"Beautiful investment property with stainless steel appliances.
    Located walking distance to parks.
    Property is needs TLC and includes low HOA fees.
    Priced to sell with strong investment potential.",Beautiful investment property with stainless steel appliances. Located walking distance to parks. Property is needs TLC and includes low home owners association fees. Priced to sell with strong investment potential.
100809,909 Example St,San Jose,5,2,750000,"Beautiful investment property with vaulted ceilings.
    Located walking distance to parks.
    Property is needs TLC and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful investment property with vaulted ceilings. Located walking distance to parks. Property is needs TLC and includes two-car garage. Priced to sell with strong investment potential.
100810,910 Example St,San Francisco,1,2,750000,"Beautiful investment property with granite countertops.
    Located walking distance to parks.
    Property is move-in ready and includes community pool.
    Priced to sell with strong investment potential.",Beautiful investment property with granite countertops. Located walking distance to parks. Property is move-in ready and includes community pool. Priced to sell with strong investment potential.
100811,911 Example St,San Diego,5,3,950000,"Beautiful single family home with hardwood floors.
    Located walking distance to parks.
    Property is newly remodeled and includes private backyard.
    Priced to sell with strong investment potential.",Beautiful single family home with hardwood floors. Located walking distance to parks. Property is newly remodeled and includes private backyard. Priced to sell with strong investment potential.
100812,912 Example St,San Francisco,3,1,350000,"Beautiful condo with granite countertops.
    Located close to schools.
    Property is needs TLC and includes community pool.
    Priced to sell with strong investment potential.",Beautiful condominium with granite countertops. Located close to schools. Property is needs TLC and includes community pool. Priced to sell with strong investment potential.
100813,913 Example St,San Francisco,4,3,550000,"Beautiful condo with smart home system.
    Located quiet neighborhood.
    Property is recently upgraded and includes no HOA.
    Priced to sell with strong investment potential.",Beautiful condominium with smart home system. Located quiet neighborhood. Property is recently upgraded and includes no HOA. Priced to sell with strong investment potential.
100814,914 Example St,San Francisco,5,2,450000,"Beautiful townhouse with solar panels.
    Located near downtown.
    Property is newly remodeled and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful townhouse with solar panels. Located near downtown. Property is newly remodeled and includes corner lot. Priced to sell with strong investment potential.
100815,915 Example St,San Francisco,4,3,550000,"Beautiful condo with walk-in closet.
    Located minutes from shopping.
    Property is newly remodeled and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful condominium with walk-in closet. Located minutes from shopping. Property is newly remodeled and includes corner lot. Priced to sell with strong investment potential.
100816,916 Example St,San Diego,1,4,750000,"Beautiful investment property with smart home system.
    Located minutes from shopping.
    Property is fully renovated and includes private backyard.
    Priced to sell with strong investment potential.",Beautiful investment property with smart home system. Located minutes from shopping. Property is fully renovated and includes private backyard. Priced to sell with strong investment potential.
100817,917 Example St,San Jose,3,3,850000,"Beautiful duplex with solar panels.
    Located close to schools.
    Property is needs TLC and includes low HOA fees.
    Priced to sell with strong investment potential.",Beautiful duplex with solar panels. Located close to schools. Property is needs TLC and includes low home owners association fees. Priced to sell with strong investment potential.
100818,918 Example St,San Diego,1,2,950000,"Beautiful single family home with walk-in closet.
    Located near public transportation.
    Property is fixer upper and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful single family home with walk-in closet. Located near public transportation. Property is fixer upper and includes two-car garage. Priced to sell with strong investment potential.
100819,919 Example St,San Jose,3,2,950000,"Beautiful condo with hardwood floors.
    Located close to schools.
    Property is fully renovated and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful condominium with hardwood floors. Located close to schools. Property is fully renovated and includes corner lot. Priced to sell with strong investment potential.
100820,920 Example St,Los Angeles,4,3,850000,"Beautiful duplex with stainless steel appliances.
    Located gated community.
    Property is fully renovated and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful duplex with stainless steel appliances. Located gated community. Property is fully renovated and includes two-car garage. Priced to sell with strong investment potential.
100821,921 Example St,Los Angeles,1,2,550000,"Beautiful investment property with open floor plan.
    Located quiet neighborhood.
    Property is move-in ready and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful investment property with open floor plan. Located quiet neighborhood. Property is move-in ready and includes two-car garage. Priced to sell with strong investment potential.
100822,922 Example St,Los Angeles,4,1,350000,"Beautiful investment property with vaulted ceilings.
    Located close to schools.
    Property is needs TLC and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful investment property with vaulted ceilings. Located close to schools. Property is needs TLC and includes corner lot. Priced to sell with strong investment potential.
100823,923 Example St,Los Angeles,1,3,850000,"Beautiful investment property with hardwood floors.
    Located close to schools.
    Property is fixer upper and includes private backyard.
    Priced to sell with strong investment potential.",Beautiful investment property with hardwood floors. Located close to schools. Property is fixer upper and includes private backyard. Priced to sell with strong investment potential.
100824,924 Example St,Los Angeles,2,4,650000,"Beautiful duplex with walk-in closet.
    Located minutes from shopping.
    Property is fixer upper and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful duplex with walk-in closet. Located minutes from shopping. Property is fixer upper and includes corner lot. Priced to sell with strong investment potential.
100825,925 Example St,San Diego,1,1,450000,"Beautiful duplex with solar panels.
    Located quiet neighborhood.
    Property is move-in ready and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful duplex with solar panels. Located quiet neighborhood. Property is move-in ready and includes corner lot. Priced to sell with strong investment potential.
100826,926 Example St,Los Angeles,1,4,550000,"Beautiful investment property with vaulted ceilings.
    Located walking distance to parks.
    Property is fully renovated and includes community pool.
    Priced to sell with strong investment potential.",Beautiful investment property with vaulted ceilings. Located walking distance to parks. Property is fully renovated and includes community pool. Priced to sell with strong investment potential.
100827,927 Example St,Los Angeles,5,3,450000,"Beautiful condo with hardwood floors.
    Located close to schools.
    Property is fixer upper and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful condominium with hardwood floors. Located close to schools. Property is fixer upper and includes two-car garage. Priced to sell with strong investment potential.
100828,928 Example St,San Jose,2,1,950000,"Beautiful investment property with smart home system.
    Located quiet neighborhood.
    Property is recently upgraded and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful investment property with smart home system. Located quiet neighborhood. Property is recently upgraded and includes corner lot. Priced to sell with strong investment potential.
100829,929 Example St,San Francisco,4,2,950000,"Beautiful duplex with smart home system.
    Located walking distance to parks.
    Property is fully renovated and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful duplex with smart home system. Located walking distance to parks. Property is fully renovated and includes corner lot. Priced to sell with strong investment potential.
100830,930 Example St,Los Angeles,1,3,550000,"Beautiful single family home with smart home system.
    Located near downtown.
    Property is fully renovated and includes no HOA.
    Priced to sell with strong investment potential.",Beautiful single family home with smart home system. Located near downtown. Property is fully renovated and includes no HOA. Priced to sell with strong investment potential.
100831,931 Example St,San Jose,2,2,450000,"Beautiful townhouse with smart home system.
    Located minutes from shopping.
    Property is fully renovated and includes no HOA.
    Priced to sell with strong investment potential.",Beautiful townhouse with smart home system. Located minutes from shopping. Property is fully renovated and includes no HOA. Priced to sell with strong investment potential.
100832,932 Example St,San Jose,4,4,750000,"Beautiful duplex with walk-in closet.
    Located gated community.
    Property is fully renovated and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful duplex with walk-in closet. Located gated community. Property is fully renovated and includes two-car garage. Priced to sell with strong investment potential.
100833,933 Example St,Los Angeles,1,1,750000,"Beautiful duplex with smart home system.
    Located near downtown.
    Property is recently upgraded and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful duplex with smart home system. Located near downtown. Property is recently upgraded and includes corner lot. Priced to sell with strong investment potential.
100834,934 Example St,San Jose,1,3,550000,"Beautiful investment property with solar panels.
    Located walking distance to parks.
    Property is fully renovated and includes low HOA fees.
    Priced to sell with strong investment potential.",Beautiful investment property with solar panels. Located walking distance to parks. Property is fully renovated and includes low home owners association fees. Priced to sell with strong investment potential.
100835,935 Example St,San Jose,3,2,750000,"Beautiful townhouse with hardwood floors.
    Located near downtown.
    Property is fully renovated and includes no HOA.
    Priced to sell with strong investment potential.",Beautiful townhouse with hardwood floors. Located near downtown. Property is fully renovated and includes no HOA. Priced to sell with strong investment potential.
100836,936 Example St,San Diego,1,3,550000,"Beautiful single family home with walk-in closet.
    Located near downtown.
    Property is needs TLC and includes no HOA.
    Priced to sell with strong investment potential.",Beautiful single family home with walk-in closet. Located near downtown. Property is needs TLC and includes no HOA. Priced to sell with strong investment potential.
100837,937 Example St,San Diego,1,1,450000,"Beautiful townhouse with walk-in closet.
    Located quiet neighborhood.
    Property is recently upgraded and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful townhouse with walk-in closet. Located quiet neighborhood. Property is recently upgraded and includes corner lot. Priced to sell with strong investment potential.
100838,938 Example St,San Diego,4,4,650000,"Beautiful investment property with hardwood floors.
    Located walking distance to parks.
    Property is move-in ready and includes low HOA fees.
    Priced to sell with strong investment potential.",Beautiful investment property with hardwood floors. Located walking distance to parks. Property is move-in ready and includes low home owners association fees. Priced to sell with strong investment potential.
100839,939 Example St,Los Angeles,5,2,450000,"Beautiful single family home with open floor plan.
    Located near public transportation.
    Property is recently upgraded and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful single family home with open floor plan. Located near public transportation. Property is recently upgraded and includes corner lot. Priced to sell with strong investment potential.
100840,940 Example St,Los Angeles,4,1,550000,"Beautiful condo with granite countertops.
    Located gated community.
    Property is needs TLC and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful condominium with granite countertops. Located gated community. Property is needs TLC and includes two-car garage. Priced to sell with strong investment potential.
100841,941 Example St,San Diego,2,3,650000,"Beautiful duplex with hardwood floors.
    Located near downtown.
    Property is recently upgraded and includes community pool.
    Priced to sell with strong investment potential.",Beautiful duplex with hardwood floors. Located near downtown. Property is recently upgraded and includes community pool. Priced to sell with strong investment potential.
100842,942 Example St,San Jose,3,4,550000,"Beautiful investment property with open floor plan.
    Located minutes from shopping.
    Property is fixer upper and includes private backyard.
    Priced to sell with strong investment potential.",Beautiful investment property with open floor plan. Located minutes from shopping. Property is fixer upper and includes private backyard. Priced to sell with strong investment potential.
100843,943 Example St,Los Angeles,1,3,650000,"Beautiful single family home with stainless steel appliances.
    Located quiet neighborhood.
    Property is recently upgraded and includes large lot.
    Priced to sell with strong investment potential.",Beautiful single family home with stainless steel appliances. Located quiet neighborhood. Property is recently upgraded and includes large lot. Priced to sell with strong investment potential.
100844,944 Example St,San Jose,5,2,350000,"Beautiful investment property with hardwood floors.
    Located close to schools.
    Property is needs TLC and includes community pool.
    Priced to sell with strong investment potential.",Beautiful investment property with hardwood floors. Located close to schools. Property is needs TLC and includes community pool. Priced to sell with strong investment potential.
100845,945 Example St,San Jose,5,3,550000,"Beautiful townhouse with walk-in closet.
    Located near downtown.
    Property is move-in ready and includes no HOA.
    Priced to sell with strong investment potential.",Beautiful townhouse with walk-in closet. Located near downtown. Property is move-in ready and includes no HOA. Priced to sell with strong investment potential.
100846,946 Example St,San Jose,5,3,350000,"Beautiful duplex with vaulted ceilings.
    Located near downtown.
    Property is fixer upper and includes private backyard.
    Priced to sell with strong investment potential.",Beautiful duplex with vaulted ceilings. Located near downtown. Property is fixer upper and includes private backyard. Priced to sell with strong investment potential.
100847,947 Example St,San Jose,4,1,950000,"Beautiful townhouse with walk-in closet.
    Located minutes from shopping.
    Property is needs TLC and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful townhouse with walk-in closet. Located minutes from shopping. Property is needs TLC and includes corner lot. Priced to sell with strong investment potential.
100848,948 Example St,San Diego,4,4,550000,"Beautiful condo with smart home system.
    Located gated community.
    Property is fixer upper and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful condominium with smart home system. Located gated community. Property is fixer upper and includes corner lot. Priced to sell with strong investment potential.
100849,949 Example St,San Francisco,4,3,450000,"Beautiful townhouse with open floor plan.
    Located quiet neighborhood.
    Property is fixer upper and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful townhouse with open floor plan. Located quiet neighborhood. Property is fixer upper and includes two-car garage. Priced to sell with strong investment potential.
100850,950 Example St,San Francisco,2,1,750000,"Beautiful investment property with smart home system.
    Located walking distance to parks.
    Property is newly remodeled and includes community pool.
    Priced to sell with strong investment potential.",Beautiful investment property with smart home system. Located walking distance to parks. Property is newly remodeled and includes community pool. Priced to sell with strong investment potential.
100851,951 Example St,San Diego,2,2,750000,"Beautiful condo with solar panels.
    Located quiet neighborhood.
    Property is needs TLC and includes large lot.
    Priced to sell with strong investment potential.",Beautiful condominium with solar panels. Located quiet neighborhood. Property is needs TLC and includes large lot. Priced to sell with strong investment potential.
